Id,SalePrice
1461,113415.09402935553
1462,142163.7605932783
1463,166364.85348718739
1464,186643.6797669422
1465,188366.51163929244
1466,175735.89491814555
1467,154330.046826799
1468,172051.0668032544
1469,171947.21196921924
1470,105245.26769553716
1471,170606.3440455441
1472,102695.92732370704
1473,97074.7655715944
1474,150482.1252330523
1475,124439.83343626071
1476,368247.103438687
1477,249304.74858315833
1478,303498.40356814786
1479,291978.6202244412
1480,411261.44885477243
1481,300370.5467451954
1482,214860.23159317835
1483,178204.47976614558
1484,172900.9781538887
1485,183739.46268817066
1486,201360.75443098808
1487,318984.41739926167
1488,233913.7022458832
1489,189090.917024757
1490,186005.15970325648
1491,201746.83628192218
1492,97891.7105316949
1493,169470.68871119685
1494,259196.58454934254
1495,251164.8590417877
1496,192096.35453910282
1497,174937.44915546905
1498,173561.7076259195
1499,160403.43467395238
1500,158826.59661503002
1501,169441.1790714534
1502,156205.10405764493
1503,248742.01174572186
1504,224072.76444281617
1505,193730.33155721027
1506,168400.0159247261
1507,211443.89397355358
1508,192493.8590121149
1509,150696.4100760075
1510,130104.39589788442
1511,128860.15340674944
1512,146078.19032823382
1513,147139.06939544104
1514,127755.9229821865
1515,166556.9287027
1516,159099.34867844838
1517,142433.97604342987
1518,139577.4028454434
1519,180731.96691441978
1520,112578.25608704139
1521,116417.66999442586
1522,155059.66068112064
1523,113263.33146186483
1524,117091.73041300567
1525,114051.99863695128
1526,111893.01007700722
1527,107716.32814464605
1528,124971.15017436988
1529,130462.00834684532
1530,160438.71738629328
1531,118603.20458061752
1532,92824.35761408495
1533,129954.17385899462
1534,118534.941184581
1535,139380.8412149888
1536,115591.61536861476
1537,73304.78341595399
1538,166748.857947831
1539,199238.51734224413
1540,108879.56576266783
1541,133982.58971511835
1542,125700.87422073363
1543,173258.55134360094
1544,87391.41385119404
1545,107956.64799321754
1546,142512.44848273756
1547,131224.8668531534
1548,126407.38086171677
1549,116068.20247680915
1550,132877.01943127718
1551,100849.74227061219
1552,139018.7290022994
1553,142339.16872802327
1554,125412.75589884522
1555,152451.34590723357
1556,103904.87144624384
1557,91898.08069958587
1558,97394.12475652565
1559,84322.99277914727
1560,138590.07556006778
1561,114778.94155461011
1562,117713.69622230835
1563,110741.34111303437
1564,133058.53303043617
1565,141468.77016031364
1566,188741.47767716224
1567,81895.78513283747
1568,207699.42934080516
1569,127257.19919327207
1570,130774.82118071592
1571,121229.0914519468
1572,120020.10119878032
1573,186106.77872479844
1574,131445.8284399685
1575,185385.96674869684
1576,235289.25958397496
1577,185503.9152759097
1578,139460.83716646218
1579,128616.45890900343
1580,182714.67660178238
1581,136531.58314062402
1582,117000.90829747311
1583,248411.35937952696
1584,229644.023367644
1585,134397.63718913964
1586,75730.33390003156
1587,108085.05199312342
1588,126823.56037344493
1589,99089.92381520821
1590,118897.99146768989
1591,101233.85283207077
1592,115105.04169549663
1593,116976.36455982692
1594,132929.35929568578
1595,113467.00308426852
1596,197194.20032480598
1597,175139.23099047202
1598,197333.39647291115
1599,165702.9924959411
1600,178604.49723960678
1601,74041.17265753131
1602,109699.93804950033
1603,86552.7480531806
1604,237875.86685634218
1605,232632.32976458687
1606,170537.81188435672
1607,184591.61485727626
1608,213118.70591518935
1609,186613.87705044137
1610,158198.81607534518
1611,135695.4920616794
1612,174299.30066225366
1613,166743.7938081987
1614,118081.29742722053
1615,91480.65357097537
1616,84988.92718742692
1617,90274.85810562233
1618,117665.89538594907
1619,131576.763174855
1620,180085.3586235529
1621,133125.51885854354
1622,140220.46459262364
1623,240229.81356912866
1624,197212.55604606922
1625,109719.13810429406
1626,154676.490778752
1627,175929.98782800612
1628,258017.4500459724
1629,176814.2778129258
1630,266529.68475482875
1631,205273.02088457462
1632,211830.33097351345
1633,175010.2055982655
1634,174650.7583896926
1635,172144.33458510655
1636,164317.133492534
1637,175415.60711350088
1638,207769.81569823922
1639,171735.368131884
1640,228951.42895461989
1641,158165.5764999234
