Id,SalePrice
1461,112201.92000423252
1462,137490.94897804366
1463,174819.14102608274
1464,179462.38833980553
1465,182377.71803870462
1466,178411.22927555768
1467,143275.8142353766
1468,174918.4728342892
1469,161441.48932234317
1470,100990.12522674697
1471,159784.84357682223
1472,99124.50563651204
1473,93408.2928829615
1474,156495.83877771127
1475,134575.59025432993
1476,383297.59562458645
1477,247668.00836644715
1478,310255.8126702446
1479,254692.36070017653
1480,404966.42115357437
1481,294651.85950778716
1482,211530.42053805938
1483,177328.03582081906
1484,166072.9692919517
1485,170975.97858832483
1486,201242.8172580016
1487,345000.33879108465
1488,240332.4524451378
1489,190723.49686539016
1490,160026.76974265935
1491,195037.42286526615
1492,98755.59260677939
1493,172210.92165812297
1494,260164.52248904563
1495,251567.92929074183
1496,167485.3904817642
1497,175408.43247627452
1498,156050.91356486123
1499,153627.43800577783
1500,155705.94975842861
1501,170062.7062839111
1502,152903.78198408135
1503,240414.39657048092
1504,210797.46509900648
1505,172681.51170231515
1506,163342.3094646396
1507,203513.80628968315
1508,193092.19938646656
1509,146716.54119643266
1510,126340.35303526997
1511,117272.50091606379
1512,140924.34922760515
1513,145611.64381177115
1514,131402.6131073099
1515,154307.6931474797
1516,162399.7493936775
1517,126730.28256912547
1518,139166.77713533855
1519,168175.8668015346
1520,110115.66371587498
1521,114736.29349855705
1522,152193.770724197
1523,118501.42039501667
1524,118402.39503549082
1525,111904.76736364832
1526,113922.75704593284
1527,96872.19588615856
1528,119269.5672444013
1529,123557.07300707746
1530,153615.62061141068
1531,123825.74501945433
1532,95263.78412070368
1533,124995.80693360734
1534,119873.30617630038
1535,145007.90743541933
1536,117970.80108464432
1537,71925.00541471085
1538,191956.22812220932
1539,221929.19331455894
1540,115430.1980218689
1541,140689.51517758713
1542,125749.0000501793
1543,183517.25217374356
1544,73074.18085835593
1545,106222.18363055243
1546,133558.6580362728
1547,130174.3360242017
1548,127454.13987129634
1549,109593.68127195207
1550,134989.74704043876
1551,102847.35797138364
1552,140027.31317182773
1553,153615.49472163158
1554,119040.74556548616
1555,145601.03071023116
1556,105085.28830136493
1557,96773.71264945895
1558,88665.41245425487
1559,101992.49609575559
1560,142800.6205024014
1561,126642.77359506812
1562,112425.72859710305
1563,107187.56963332466
1564,131144.17777653862
1565,144599.23681979257
1566,179965.16158501673
1567,71893.98110968569
1568,201578.23815041414
1569,143753.3960195451
1570,118068.18791259847
1571,126585.10319863925
1572,118425.98978172328
1573,180336.71018352284
1574,126461.19980548791
1575,171647.07934949466
1576,210869.55202975136
1577,186734.91334798853
1578,145216.7598494652
1579,124633.61069277294
1580,178550.8431310743
1581,127534.31911528744
1582,114871.86418683446
1583,247450.65234166067
1584,237397.45625542983
1585,123562.02121146717
1586,69461.9691675163
1587,108950.44820862195
1588,121883.90677274956
1589,101807.40160202321
1590,114567.94498639157
1591,111842.98201448566
1592,116659.28537698131
1593,112018.34949702716
1594,154841.271576542
1595,122232.27020441562
1596,205923.6521496282
1597,174890.31002718295
1598,185686.20989767206
1599,177140.8620618575
1600,183275.048337758
1601,78368.6131810255
1602,106893.95296679219
1603,101936.85466728338
1604,222535.4251130514
1605,227573.15484588096
1606,161719.09829920996
1607,196581.97647940076
1608,198327.6066516625
1609,188360.69100107884
1610,162348.6254381548
1611,140605.5593258728
1612,165101.70517972374
1613,167215.74371092164
1614,111346.30957635563
1615,90989.89515376091
1616,85992.54868009163
1617,87004.98642997583
1618,111048.97635534713
1619,120649.95496189017
1620,179275.19200898203
1621,131505.37368596843
1622,140558.10657213576
1623,230691.8317075956
1624,196664.10618396502
1625,109495.46851618256
1626,150984.1716407036
1627,177094.51047214877
1628,259779.2863310916
1629,178302.80813100308
1630,255878.85847136835
1631,201833.5488900883
1632,204383.02589651567
1633,170229.79423767695
1634,175831.76936763816
1635,172424.38074142035
1636,159900.6232339414
1637,179969.3030429083
1638,219361.4366084345
1639,170469.62359671618
